id,delegation,salutation,name,title,affiliation
282,Bangladesh,Mr.,Mr. Fahad Ferdous,Senior Correspondent,United News of Bangladesh
283,Bangladesh,Mr.,Mr. Miah Muhammad Hasan Jahid,Tusher,Prime Minister’s Office
284,Bangladesh,Mr.,Mr. Mohammed Yousuf Hossain,Official Film Cameraman,Department of Films and Publications
285,Bangladesh,Mr.,Mr. AZM Sajjad Hossain,Special Correspondent,Bangladesh Sangbad Sangstha
286,Bangladesh,Mr.,Mr. Md Nazrul Islam,Speech Writer to the Prime,Prime Minister’s Office
287,Bangladesh,Mr.,Mr. Saiful Islam Kallol,Senior Photo Journalist,Bangladesh Sangbad Sangstha
288,Bangladesh,Mr.,Mr. Ihsanul Karim,Press Secretary to Prime Minister,Prime Minister’s Office
289,Bangladesh,Mr.,Mr. M M Emrul Kayas,Assistant Press Secretary to the,Prime Minister’s Office
290,Bangladesh,Mr.,Mr. Md Sirajul Islam Khan,Deputy Controller of News,Bangladesh Betar
291,Bangladesh,Mr.,Mr. Mohiuddin Mahmud,Senior Correspondent,Banglanews24.com
292,Bangladesh,Mr.,Mr. Golam Mujtaba,Staff Correspondent,bdnews24.com
293,Bangladesh,Mr.,Mr. Md Asifur Rahman,"Executive Producer, News",Bangladesh Television
294,Bangladesh,Mr.,Mr. Sheikh Mamunur Rashid,Senior Journalist,Bangladesh Federal Union of Journalists
295,Bangladesh,Mr.,Mr. Pantho Reja,Senior Cameraman,Bangladesh Television
296,Bangladesh,Ms.,Ms. Farzana Rupa,Special Correspondent,71 Television
297,Bangladesh,Mr.,Mr. Shahjahan Sardar,Editor,Bangladesh Journal
298,Bangladesh,Mr.,Mr. Md Jahangir Alam,Commander,NA
299,Bangladesh,Mr.,Mr. Md Majibur Rahman,Director General,Special Security Force
300,Bangladesh,Mr.,Mr. Nur Uddin Ahmad,Major,NA
301,Bangladesh,Mr.,Mr. Md Mahbub-Ul Hakim,Director,Special Security Force
302,Bangladesh,Mr.,Mr. Mohammad Saiful Islam,Deputy Director,Special Security Force
303,Bangladesh,Mr.,Mr. Sadman Intisar Rafid,Assistant Director,Special Security Force
304,Bangladesh,Mr.,Mr. A S M Tarijus Shakerin,Deputy Director,Special Security Force
305,Bangladesh,Mr.,Mr. Mohammad Liakath Ali,Director,Climate Change Programme BRAC
306,Bangladesh,Ms.,Ms. Afsari Begum,Senior Specialist,Practical Action
307,Bangladesh,Mr.,Mr. Dr Md Khalequzzaman,Adviser,Bangladesh Bondhu Foundation
308,Bangladesh,Mr.,Mr. Abu Sadat Moniruzzaman,Khan,Climate Change Programme BRAC
309,Bangladesh,Mr.,Mr. Mahmood Malik,Executive Director and CEO,Infrastructure Development Company Limited
310,Bangladesh,Mr.,Mr. Sayeed Mahmud Riadh,Head of Programme,Concern Worldwide
311,Bangladesh,H.E. Mr.,H.E. Mr. Hassan Mahmood,Khandker,"Embassy of Bangladesh, Spain"
312,Bangladesh,Mr.,Mr. Afzal Mehdat Adnan,Assistant Secretary,Ministry of Foreign Affairs
313,Bangladesh,Mr.,Mr. Redwan Ahmed,Commercial Counsellor,"Embassy of Bangladesh, Madrid"
314,Bangladesh,Mr.,Mr. Md Jahangir Alam,"Administrative Officer, Accounts","Embassy of Bangladesh, Madrid"
315,Bangladesh,Mr.,Mr. Muhammad Shafiul Azam,First Secretary,"Embassy of Bangladesh, Berlin"
316,Bangladesh,Mr.,Mr. Javier Burgos Sainz,Secretary to Commercial,"Embassy of Bangladesh, Madrid"
317,Bangladesh,Mr.,Mr. Luis Alberto Chunga Sanchez,Driver to the H.E. Ambassador,"Embassy of Bangladesh, Madrid"
318,Bangladesh,Mr.,Mr. Daniel Gonzales Bustamante,Driver of Staff car,"Embassy of Bangladesh, Madrid"
319,Bangladesh,Mr.,Mr. Ornob Hossain,Messenger,"Embassy of Bangladesh, Madrid"
320,Bangladesh,Mr.,Mr. Md Shafiqul Islam,Office Assistant and Computer,"Embassy of Bangladesh, Madrid"
321,Bangladesh,Mr.,Mr. Md Shoriful Islam,First Secretary,"Embassy of Bangladesh, Madrid"
322,Bangladesh,Mr.,Mr. Md Saiful Islam,Personal Officer to H.E.,"Embassy of Bangladesh, Madrid"
323,Bangladesh,Mr.,Mr. Jayson Jovellano del Rosario,Driver of Commercial Wing,"Embassy of Bangladesh, Madrid"
324,Bangladesh,Mr.,Mr. Jose Carlos Miranda Alonso,Driver of Labour Wing,"Embassy of Bangladesh, Madrid"
325,Bangladesh,Mr.,Mr. Gonzalo Munoz Carrillo,Receptionist and Secretary to H.E,"Embassy of Bangladesh, Madrid"
326,Bangladesh,Mr.,Mr. A S M Reza Shah Pahlavy,PO Consular,"Embassy of Bangladesh, Madrid"
327,Bangladesh,Mr.,Mr. M Harun Al Rashid,"Minister, DCM and HOC","Embassy of Bangladesh, Madrid"
328,Bangladesh,Mr.,Mr. Md Shakil Sahrior,First Secretary,"Embassy of Bangladesh, Denmark"
329,Bangladesh,Ms.,Ms. Tahsina Afrin Sharmin,Second Secretary,"Embassy of Bangladesh, Madrid"
330,Bangladesh,Mr.,Mr. Md Mokhlesar Rahman Sarker,Deputy Managing Director,Bangladesh Climate Change Trust
331,Bangladesh,Mr.,Mr. Mohammad Hafijul Islam,Khan,International Institute for Environment and Development
332,Bangladesh,Ms.,Ms. Sultana Afroz,Additional Secretary,Economic Relations Division
333,Bangladesh,Ms.,Ms. Mst Mohsina Akter Banu,Senior Assistant Secretary,Economic Relations Division
334,Bangladesh,Ms.,Ms. Nurun Nahar,Deputy Chief,Economic Relations Division
335,Bangladesh,Mr.,Mr. Md Mokammel Hossain,Additional Secretary,Prime Minister’s Office
336,Bangladesh,Mr.,Mr. Andalib Elias,Director General,Ministry of Foreign Affairs
337,Bangladesh,Ms.,Ms. Rumaisa Samad,Spouse of H. E. Ambassador,"Embassy of Bangladesh, Spain"
338,Bangladesh,Mr.,Mr. Md Iqbal Kabir,Doctor,Ministry of Health and Family Welfare
339,Bangladesh,Mr.,Mr. Md Habibur Rahman Khan,Additional Secretary,Ministry of Health and Family Welfare
340,Bangladesh,Mr.,Mr. Shabbir Ahmmad,Deputy Secretary,Ministry of Disaster Management and Relief
341,Bangladesh,Mr.,Mr. Abdul Quader,Deputy Secretary,Ministry of Disaster Management and Relief
342,Barbados,H.E. Mr.,H.E. Mr. Trevor A. Prescod,Minister,Ministry of Environment and National Beautification
343,Barbados,Mr.,Mr. Travis Antonio Sinckler,Senior Environmental Officer,Ministry of Environment and National Beautification
344,Barbados,Mr.,Mr. Ron Goodridge,Environmental Officer,Ministry of Environment and National Beautification
345,Barbados,Mr.,Mr. Hugh Sealy,Special Advisor,Ministry of Environment and National Beautification
346,Barbados,Mr.,Mr. David Bynoe,National Coordinator,United Nations Development Programme
347,Barbados,Ms.,Ms. Kereeta Nicole Whyte,First Secretary,Permanent Mission of Barbados to the United Nations
348,Belarus,H.E. Mr.,H.E. Mr. Andrei Khudyk,Minister,Ministry of Natural Resources and Environmental Protection
349,Belarus,H.E. Mr.,H.E. Mr. Pavel Pustovoy,Ambassador,Extraordinary and Plenipotentiary of the Republic of Belarus to the Kingdom of Spain
350,Belarus,Mr.,Mr. Aleksandr Ivashkevich,Third Secretary,Extraordinary and Plenipotentiary of the Republic of Belarus to the Kingdom of Spain
351,Belarus,Mr.,Mr. Ivan Narkevitch,Head of the Department of International Projects,"Belarusian Scientific and Research Center, Ecology"
352,Belarus,Mr.,Mr. Ivan Prykhodzka,Assistant Minister,Ministry of Natural Resources and Environmental Protection
353,Belarus,Mr.,Mr. Alexander Shpakovsky,Deputy Head,Ministry of Natural Resources and Environmental Protection
354,Belarus,Ms.,Ms. Olga Vavilonskaya,Chief Spesialist,State Enterprise EcologyInvest
355,Belgium,H.E. Ms.,H.E. Ms. Sophie Wilmès,Prime Minister,Government of Belgium
356,Belgium,H.E. Ms.,H.E. Ms. Marie-Christine E. F.,Marghem,"Ministry of Energy, Environment and Sustainable Development"
357,Belgium,H.E. Ms.,H.E. Ms. Zuhal Demir,Minister,Ministry of Environment and Energy
358,Belgium,H.E. Mr.,H.E. Mr. Philippe Henry,"Walloon Region Minister of Budget, Finances, Energy, Climate","Walloon Region Minister of Budget, Finances, Energy, Climate and Airports"
359,Belgium,H.E. Mr.,H.E. Mr. Alain Maron,Brussels Capital Region Ministry,Democracy
360,Belgium,Mr.,Mr. Peter Gerard Wittoeck,Coordinator,"Federal Public Service, Health, Food Chain Safety and Environment"
361,Belgium,Mr.,Mr. Ulrik Lenaerts,Deputy Coordinator,"Federal Public Service Foreign Affairs, Foreign Trade and Development Cooperation"
362,Belgium,H.E. Mr.,H.E. Mr. Marc Calcoen,Ambassador of the Kingdom of Belgium in Madrid,Ambassador of the Kingdom of Belgium in Madrid
363,Belgium,H.E. Mr.,H.E. Mr. Christian de Lannoy,Special Envoy Environment and Climate,Ministry of Foreign Affairs and Development Cooperation
364,Belgium,Mr.,Mr. Rodolphe Ruggeri,Office of the Prime Minister of Belgium,Office of the Prime Minister of Belgium
365,Belgium,Mr.,Mr. Stéphane Mund,Office of the Prime Minister of Belgium,Office of the Prime Minister of Belgium
366,Belgium,Ms.,Ms. Elke Pattyn,Office of the Prime Minister of Belgium,Office of the Prime Minister of Belgium
367,Belgium,Ms.,Ms. Caroline Piret,Chief of Protocol,Cabinet of Prime Minister Wilmès
368,Belgium,Mr.,Mr. Thomas Daems,Cabinet of Prime Minister Wilmès,Cabinet of Prime Minister Wilmès
369,Belgium,Mr.,Mr. Allal Mesrar,Cabinet of Minister Marghem,Cabinet of Minister Marghem
370,Belgium,Mr.,Mr. Andy Pieters,Cabinet of Minister Demir,Cabinet of Minister Demir
371,Belgium,Mr.,Mr. Stijn Caekelbergh,Cabinet of Minister Demir,Cabinet of Minister Demir
372,Belgium,Ms.,Ms. Sylviane Bilgischer,Cabinet of Minister Borsus,Cabinet of Minister Borsus
373,Belgium,Mr.,Mr. Dominique Perrin,Cabinet of Minister Henry,Cabinet of Minister Henry
374,Belgium,Mr.,Mr. Pierre Castelain,Cabinet of Minister Henry,Cabinet of Minister Henry
375,Belgium,Mr.,Mr. Nicolas Raimondi,Cabinet of Minister Maron,Cabinet of Minister Maron
376,Belgium,Mr.,Mr. Pascal Devos,Cabinet of Minister Maron,Cabinet of Minister Maron
377,Belgium,Mr.,Mr. Geert Fremout,Climate Change Policy Adviser,"Federal Public Service, Health, Food Chain Safety and Environment"
378,Belgium,Mr.,Mr. Etienne Hannon,"Climate Change Policy Adviser, Climate Change Section","Federal Public Service, Health, Food Chain Safety and Environment"
379,Belgium,Ms.,Ms. Sophie Closson,Climate Change Policy Adviser,"Federal Public Service, Health, Food Chain Safety and Environment"
380,Belgium,Mr.,Mr. Bert Van Loon,Climate Change Policy Adviser,"Federal Public Service, Health, Food Chain Safety and Environment"
381,Belgium,Mr.,Mr. Samuel Buys,"Climate Change Policy Adviser, Climate Change Section","Federal Public Service, Health, Food Chain Safety and Environment"
382,Belgium,Mr.,Mr. Lambert Richard Schneider,Research Coordinatorfor,Oeko-Institut e.V. Institute for Applied Ecology
383,Belgium,Ms.,Ms. Laura De Maeyer,Climate Change Section,"Federal Public Service, Health, Food Chain Safety and Environment"
384,Belgium,Ms.,Ms. Claire Collin,Environment,"Federal Public Service, Health, Food Chain Safety and Environment"
385,Belgium,Ms.,Ms. Sophie Mirgaux,Marine Environment,"Federal Public Service, Health, Food Chain Safety and Environment"
386,Belgium,Mr.,Mr. Emmanuel Auquier,Direction générale Coordination et,"FPS Foreign Affairs, Foreign Trade and Development Cooperation"
387,Belgium,Ms.,Ms. Vicky Noens,"Climate Change Policy Adviser, Division International Policy",Government of Flanders
388,Belgium,Mr.,Mr. Pieter Logghe,"Climate Policy Adviser, Air, Nuisance, Risk Management,",Government of Flanders
389,Belgium,Mr.,Mr. Matthias De Moor,Department of Environment and Spatial Development,Government of Flanders
390,Belgium,Ms.,Ms. Zohra El Aissaoui,Department of Environment and Spatial Planning,Government of Flanders
391,Belgium,Mr.,Mr. Olivier Kassi,Climate and Carbon Market,Walloon Air and Climate Agency
392,Belgium,Mr.,Mr. Stéphane Cools,Climate Policy Adviser,Walloon Region
393,Belgium,Mr.,Mr. Julien Berry,Brussels Environment,Brussels Environment
394,Belgium,Mr.,Mr. Marc Depoortere,Directeur,Federal Council for Sustainable Development
395,Belgium,Mr.,Mr. Jean-Pascal van Ypersele de,Strihou,Université Catholique de Louvain
396,Belize,H.E. Mr.,H.E. Mr. Omar Antonio Figueroa,"Minister of Fisheries, Forestry the","Minister of Fisheries, Forestry the Environment and Sustainable Development"
397,Belize,H.E. Mr.,H.E. Mr. Angel Oswaldo Campos,Minister of State,"Ministry of Human Development, Social Transformation and Poverty Alleviation"
398,Belize,Mr.,Mr. Percival Pedro Cho,Chief Executive Officer,"Ministry of Agriculture, Fisheries, Forestry, the Environment, Sustainable Development and Immigration"
399,Belize,H.E. Ms.,H.E. Ms. Lois M. Young,Ambassador Plenipotentiary and Extraordinary,"Permanent Mission of Belize to the United Nations, New York"
400,Belize,H.E. Ms.,H.E. Ms. Janine Elizabeth Felson,"Deputy Ambassador, Permanent",Ministry of Foreign Affairs
401,Belize,Mr.,Mr. Lennox Alexander Gladden,Chief Climate Change Officer and UNFCCC Focal Point,"Ministry of Agriculture, Fisheries, Forestry, the Environment, Sustainable Development and Immigration"
402,Belize,Mr.,Mr. Carlos Cecil Fuller,International and Regional Liaison,Caribbean Community Climate Change Center
403,Belize,Mr.,Mr. Colin Mattis,Deputy Chief Climate Change,National Climate Change Office
404,Belize,Ms.,Ms. Brittany Nicole Meighan,Climate Change Officer,"Ministry of Agriculture, Fisheries, Forestry, the Environment, Sustainable Development and Immigration"
405,Belize,Ms.,Ms. Edalmi Grijalva,Technician,National Climate Change Office
406,Belize,Ms.,Ms. Vanessa Davina Figueroa,Policy Coordinator,"Ministry of Agriculture, Fisheries, Forestry, the Environment, Sustainable Development and Immigration"
407,Belize,Ms.,Ms. Nayari Diaz,Executive Director,Protected Areas Conservation Trust
408,Belize,Ms.,Ms. Denaie Melise Swasey,Climate Change Technical Officer,Protected Areas Conservation Trust
409,Belize,Ms.,Ms. Nellie Faustina Catzim,Climate Change Adviser,"Permanent Mission of Belize to the United Nations, New York"
410,Belize,Mr.,Mr. Kenrick R. Leslie,Executive Director,Caribbean Community Climate Change Centre
411,Belize,Mr.,Mr. Ulric O’Donnell Trotz,Deputy Director and Science,Caribbean Community Climate Change Centre
412,Belize,Mr.,Mr. Donneil Glaister Cain,Senior Project Development,Caribbean Community Climate Change Centre
413,Belize,Mr.,Mr. Keith Egbert Nichols,Head of PDMU,Caribbean Community Climate Change Centre
414,Belize,Ms.,Ms. Heather Dawn Leslie-Johnson,Project Manager,Caribbean Community Climate Change Centre
415,Belize,Mr.,Mr. Ismail Raushan Zahir,Climate Change Adviser,"Permanent Mission of Belize to the United Nations, New York"
416,Belize,Ms.,Ms. Mary Jane Mace,Climate Change Adviser,Climate Analytics GmbH
417,Belize,Ms.,Ms. Laetitia Louise Yvette Marie-,Antoinette De Marez,Climate Analytics GmbH
418,Belize,Mr.,Mr. Tyrone Christopher Hall,Communication Consultant,Alliance of Small Island States
419,Belize,Ms.,Ms. Diana Samira Ruiz,Climate Change Adviser,"Permanent Mission of Belize to the United Nations, New York"
420,Belize,Ms.,Ms. Sara Savarani,Climate Change Adviser,"Permanent Mission of Belize to the United Nations, New York"
421,Belize,Mr.,Mr. Richard Bryce Rudyk,Climate Change Adviser,"Permanent Mission of Belize to the United Nations, New York"
422,Belize,Mr.,Mr. Alexander Nauels,Climate Change Advisor,Climate Analytics GmbH
423,Benin,S.E. M.,S.E. M. Auguste C. Alavo,Ambassador,Embassy of Benin in Spain
424,Benin,Mme,Mme Jeanne Josette Acacha,Akoha,Ministère du Cadre de Vie et du Développement Durable
425,Benin,M.,M. Martin Pépin Aïna,Directeur Général de,Ministère du Cadre de Vie et du Développement Durable
426,Benin,M.,M. Euloge Lima,UNFCCC National Focal Point,Ministère du Cadre de Vie et du Développement Durable
427,Benin,Ms.,Ms. Naïmatou Bio Djara Epouse,Koutouma,Ministère du Plan et du Développement
428,Benin,Ms.,Ms. Wadai Sacrelle Fidélia Akplo,épouse Quenum,Ministère des Affaires Étrangères et de la Coopération
429,Benin,Mr.,Mr. Luc Marie Constant Gnacadja,Special Representative,United Nations Capital Development Fund
430,Benin,Mr.,Mr. Milond Leroy Bianief,Soumbou Poaty,Jeunesse Étudiante Catholique Internationale
431,Benin,Mme,Mme Prisca Roselyne Sènami,Jimaja,Ministère du Cadre de Vie et du Développement Durable
432,Benin,Mr.,Mr. Ibila Djibril,Ministère du Cadre de Vie et du,Ministère du Cadre de Vie et du Développement Durable
433,Benin,Mr.,Mr. Wilfried Biao Mongazi,Coordonnateur CDN,Ministère du Cadre de Vie et du Développement Durable
434,Benin,Mr.,Mr. Moudjahid Akorédé Wabi,Point Focal Suppléant de la,Ministère du Cadre de Vie et du Développement Durable
435,Benin,Mr.,Mr. Demangnon Appolinaire,Gnanvi,Ministère du Cadre de Vie et du Développement Durable
436,Benin,Mme,Mme Gbènakpon Macandjou,Sandra Gonou,Ministère du Cadre de Vie et du Développement Durable
437,Benin,Ms.,Ms. Ahonalon Hermine Gbaguidi,Communicatrice,Ministère du Cadre de Vie et du Développement Durable
438,Benin,Mr.,Mr. Akofa Marie-José Kogbéto,Coordonnatrice Nationale Projet,United Nations Development Programme
439,Benin,Mr.,Mr. Bodounrin Abdoul Rachid,Chabi,Présidence de la République du Bénin
440,Benin,Ms.,Ms. Sedekon Florentin Pamela,Adanzounnon,Les Tresseurs de Cordes
441,Benin,Ms.,Ms. Ishola Kenza Maria Ayina,Ambassadrice d’eco-citoyennete,Les Tresseurs de Cordes
442,Benin,Mr.,Mr. Edzromi Mawuse Hountondji,Kodjo,Jeunes Volontaires pour l’Environnement
443,Benin,Mr.,Mr. Amoussoun Marcel Toni,Expert Energies Renouvelables,Programme des Nations Unies pour le Développement
444,Benin,Mr.,Mr. Clément Bill Akouèdénoudjè,Ingénieur Énergéticien/Point Focal,Ministère de l’Énergie
445,Benin,Mr.,Mr. Séni Seidou,Personne Responsable des,Ministère de l’Energie
446,Benin,Mr.,Mr. Codjo Bernadin Toto,Secrétaire Permanent,Plateforme Nationale des Organisations Paysannes et de Producteurs Agricole du Bénin
447,Benin,Mr.,Mr. Ernest Comlan Pedro,Secrétaire Permanent,Plateforme des Acteurs de la Société Civile au Bénin
448,Benin,Mr.,Mr. Mensah Gbedode,Agbidinoukoun,"Ministère de l’Agriculture, de l’Elevage et de la Pêche"
449,Benin,Mr.,Mr. Sourou Malikiyou Awo,Chef Cellule Environnementale,"Ministère de l’Agriculture, de l’Elevage et de la Pêche"
450,Benin,Mr.,Mr. Bertin Adéossi,Coordonnateur National,"Ministère de l’Agriculture, de l’Elevage et de la Pêche"
451,Benin,Mr.,Mr. Dossa Aguemon,Directeur,"Ministère de l’Agriculture, de l’Elevage et de la Pêche"
452,Benin,Mr.,Mr. Yemalin Appolinaire Tchoki,Journaliste,Office de Radio et de Télévision du Bénin
453,Benin,Ms.,Ms. Antoinette Sagbo,Journaliste,Reporter Benin Monde
454,Benin,Ms.,Ms. Lacely Alessia Capo-Chichi,Ambassadrice d’eco-citoyennete,Les Tresseurs de Cordes
455,Benin,Mr.,Mr. Mickael Aime Morel Codjia,Ambassadeur d’eco-citoyennete,Les Tresseurs de Cordes
456,Benin,Mr.,Mr. Nadin Ange Tayéwo Kokode,Phlébologue/Urgentiste,Les Tresseurs de Cordes
457,Benin,Mme,Mme Constance Irenee,Yetonlognon Kpamegan Epouse,Les Tresseurs de Cordes
458,Benin,Mr.,Mr. Abdou Razak Oba,Directeur du Camp de l’Enfant,Lestresseursdecordes
459,Benin,Mme,Mme Minakpon Georgette Gladys,Djenontin,Association Nationale des Communes du Bénin
460,Benin,Mr.,Mr. Isidore Gnonlonfoun,Maire,Mairie de Cotonou
461,Benin,Mr.,Mr. Dossou Alfred Affokpé,Conseiller Municipal de la Ville de,Mairie de Cotonou
462,Benin,Ms.,Ms. Mahoussi Claire Hodonou,Conseillère Municipale de la Ville,Mairie de Cotonou
463,Benin,Mme,Mme Sèigbénan Danielle Ginette,Aza-Gnandji épouse Nolitse,Mairie de Cotonou
464,Benin,Mr.,Mr. Kpadedji Lambert Ayitchehou,Directeur des Services Techniques,Mairie de Cotonou
465,Benin,Mr.,Mr. Maurille Firmin Biaou,Chef du Service des Activités,Ministère des affaires étrangères et de la coopération
466,Benin,Mr.,Mr. Comlan Médard Ouinakonhan,Point Focal Suppléant du Benin,Ministère du Cadre de Vie et du Développement Durable
